,GMIS.Region,GMIS.Division,Position,Total.Filled,Total.Unfilled,Total.Authorized,Filling.Up.Rate
9553,Region VIII - Eastern Visayas,Division of Maasin City,Assistant Schools Division Superintendent,1,0,1,100
9554,Region VIII - Eastern Visayas,Division of Maasin City,Chief Education Supervisor,2,0,2,100
9555,Region VIII - Eastern Visayas,Division of Maasin City,Communications Equipment Operator III,1,0,1,100
9556,Region VIII - Eastern Visayas,Division of Maasin City,Dentist II,1,0,1,100
9557,Region VIII - Eastern Visayas,Division of Maasin City,Education Program Specialist II,3,0,3,100
9558,Region VIII - Eastern Visayas,Division of Maasin City,Education Program Supervisor,9,1,10,90
9559,Region VIII - Eastern Visayas,Division of Maasin City,Head Teacher I,10,0,10,100
9560,Region VIII - Eastern Visayas,Division of Maasin City,Head Teacher II,17,0,17,100
9561,Region VIII - Eastern Visayas,Division of Maasin City,Head Teacher III,11,0,11,100
9562,Region VIII - Eastern Visayas,Division of Maasin City,Head Teacher IV,1,0,1,100
9563,Region VIII - Eastern Visayas,Division of Maasin City,Information Technology Officer I,1,0,1,100
9564,Region VIII - Eastern Visayas,Division of Maasin City,Librarian II,1,0,1,100
9565,Region VIII - Eastern Visayas,Division of Maasin City,Master Teacher I,51,1,52,98.08
9566,Region VIII - Eastern Visayas,Division of Maasin City,Master Teacher II,24,0,24,100
9567,Region VIII - Eastern Visayas,Division of Maasin City,Master Teacher III,4,2,6,66.67
9568,Region VIII - Eastern Visayas,Division of Maasin City,Master Teacher IV,2,0,2,100
9569,Region VIII - Eastern Visayas,Division of Maasin City,Medical Officer III,1,0,1,100
9570,Region VIII - Eastern Visayas,Division of Maasin City,Nurse II,12,0,12,100
9571,Region VIII - Eastern Visayas,Division of Maasin City,Planning Officer III,1,0,1,100
9572,Region VIII - Eastern Visayas,Division of Maasin City,Project Development Officer I,3,0,3,100
9573,Region VIII - Eastern Visayas,Division of Maasin City,Project Development Officer II,2,0,2,100
9574,Region VIII - Eastern Visayas,Division of Maasin City,School Principal I,24,0,24,100
9575,Region VIII - Eastern Visayas,Division of Maasin City,School Principal II,13,0,13,100
9576,Region VIII - Eastern Visayas,Division of Maasin City,School Principal III,5,0,5,100
9577,Region VIII - Eastern Visayas,Division of Maasin City,School Principal IV,2,0,2,100
9578,Region VIII - Eastern Visayas,Division of Maasin City,Schools Division Superintendent,1,0,1,100
9579,Region VIII - Eastern Visayas,Division of Maasin City,Senior Education Program Specialist,1,0,1,100
9580,Region VIII - Eastern Visayas,Division of Maasin City,Special Education Teacher I,6,0,6,100
9581,Region VIII - Eastern Visayas,Division of Maasin City,Special Education Teacher II,9,0,9,100
9582,Region VIII - Eastern Visayas,Division of Maasin City,Special Education Teacher III,3,0,3,100
9583,Region VIII - Eastern Visayas,Division of Maasin City,Special Education Teacher IV,2,0,2,100
9584,Region VIII - Eastern Visayas,Division of Maasin City,Special Science Teacher I,13,2,15,86.67
9585,Region VIII - Eastern Visayas,Division of Maasin City,Teacher I,166,21,187,88.77
9586,Region VIII - Eastern Visayas,Division of Maasin City,Teacher II,145,2,147,98.64
9587,Region VIII - Eastern Visayas,Division of Maasin City,Teacher III,465,0,465,100
9588,Region VIII - Eastern Visayas,Division of Northern Samar,Accountant I,4,1,5,80
9589,Region VIII - Eastern Visayas,Division of Northern Samar,Accountant III,1,0,1,100
9590,Region VIII - Eastern Visayas,Division of Northern Samar,Administrative Aide I,68,5,73,93.15
9591,Region VIII - Eastern Visayas,Division of Northern Samar,Administrative Aide II,2,0,2,100
9592,Region VIII - Eastern Visayas,Division of Northern Samar,Administrative Aide III,19,1,20,95
9593,Region VIII - Eastern Visayas,Division of Northern Samar,Administrative Aide IV,8,4,12,66.67
9594,Region VIII - Eastern Visayas,Division of Northern Samar,Administrative Aide VI,14,2,16,87.5
9595,Region VIII - Eastern Visayas,Division of Northern Samar,Administrative Assistant I,1,0,1,100
9596,Region VIII - Eastern Visayas,Division of Northern Samar,Administrative Assistant II,131,14,145,90.34
9597,Region VIII - Eastern Visayas,Division of Northern Samar,Administrative Assistant III,96,11,107,89.72
9598,Region VIII - Eastern Visayas,Division of Northern Samar,Administrative Officer I,11,3,14,78.57
9599,Region VIII - Eastern Visayas,Division of Northern Samar,Administrative Officer II,453,5,458,98.91
9600,Region VIII - Eastern Visayas,Division of Northern Samar,Administrative Officer IV,6,1,7,85.71
9601,Region VIII - Eastern Visayas,Division of Northern Samar,Administrative Officer V,2,0,2,100
9602,Region VIII - Eastern Visayas,Division of Northern Samar,Assistant School Principal II,8,1,9,88.89
9603,Region VIII - Eastern Visayas,Division of Northern Samar,Assistant Schools Division Superintendent,1,0,1,100
9604,Region VIII - Eastern Visayas,Division of Northern Samar,Attorney III,1,0,1,100
9605,Region VIII - Eastern Visayas,Division of Northern Samar,Chief Education Supervisor,2,0,2,100
9606,Region VIII - Eastern Visayas,Division of Northern Samar,Coxswain,1,0,1,100
9607,Region VIII - Eastern Visayas,Division of Northern Samar,Dental Aide,3,0,3,100
9608,Region VIII - Eastern Visayas,Division of Northern Samar,Dentist II,4,1,5,80
9609,Region VIII - Eastern Visayas,Division of Northern Samar,Disbursing Officer II,14,0,14,100
9610,Region VIII - Eastern Visayas,Division of Northern Samar,Education Program Specialist II,5,0,5,100
9611,Region VIII - Eastern Visayas,Division of Northern Samar,Education Program Supervisor,8,3,11,72.73
9612,Region VIII - Eastern Visayas,Division of Northern Samar,Engineer III,1,0,1,100
9613,Region VIII - Eastern Visayas,Division of Northern Samar,Farm Worker I,2,3,5,40
9614,Region VIII - Eastern Visayas,Division of Northern Samar,Guidance Counselor III,1,3,4,25
9615,Region VIII - Eastern Visayas,Division of Northern Samar,Head Teacher I,200,8,208,96.15
9616,Region VIII - Eastern Visayas,Division of Northern Samar,Head Teacher II,65,11,76,85.53
9617,Region VIII - Eastern Visayas,Division of Northern Samar,Head Teacher III,107,8,115,93.04
9618,Region VIII - Eastern Visayas,Division of Northern Samar,Head Teacher IV,13,2,15,86.67
9619,Region VIII - Eastern Visayas,Division of Northern Samar,Head Teacher V,8,0,8,100
9620,Region VIII - Eastern Visayas,Division of Northern Samar,Head Teacher VI,7,0,7,100
9621,Region VIII - Eastern Visayas,Division of Northern Samar,Information Technology Officer I,1,0,1,100
9622,Region VIII - Eastern Visayas,Division of Northern Samar,Librarian II,1,0,1,100
9623,Region VIII - Eastern Visayas,Division of Northern Samar,Master Teacher I,548,35,583,94
9624,Region VIII - Eastern Visayas,Division of Northern Samar,Master Teacher II,261,10,271,96.31
9625,Region VIII - Eastern Visayas,Division of Northern Samar,Master Teacher III,43,0,43,100
9626,Region VIII - Eastern Visayas,Division of Northern Samar,Master Teacher IV,2,0,2,100
9627,Region VIII - Eastern Visayas,Division of Northern Samar,Medical Officer III,1,0,1,100
9628,Region VIII - Eastern Visayas,Division of Northern Samar,Nurse II,41,0,41,100
9629,Region VIII - Eastern Visayas,Division of Northern Samar,Planning Officer III,1,0,1,100
9630,Region VIII - Eastern Visayas,Division of Northern Samar,Project Development Officer I,12,0,12,100
9631,Region VIII - Eastern Visayas,Division of Northern Samar,Project Development Officer II,2,0,2,100
9632,Region VIII - Eastern Visayas,Division of Northern Samar,Public Schools District Supervisor,10,9,19,52.63
9633,Region VIII - Eastern Visayas,Division of Northern Samar,Registrar I,10,0,10,100
9634,Region VIII - Eastern Visayas,Division of Northern Samar,School Librarian I,1,3,4,25
9635,Region VIII - Eastern Visayas,Division of Northern Samar,School Librarian III,5,0,5,100
9636,Region VIII - Eastern Visayas,Division of Northern Samar,School Principal I,72,16,88,81.82
9637,Region VIII - Eastern Visayas,Division of Northern Samar,School Principal II,33,3,36,91.67
9638,Region VIII - Eastern Visayas,Division of Northern Samar,School Principal III,41,2,43,95.35
9639,Region VIII - Eastern Visayas,Division of Northern Samar,School Principal IV,43,5,48,89.58
9640,Region VIII - Eastern Visayas,Division of Northern Samar,Schools Division Superintendent,1,0,1,100
9641,Region VIII - Eastern Visayas,Division of Northern Samar,Security Guard I,22,0,22,100
9642,Region VIII - Eastern Visayas,Division of Northern Samar,Senior Bookkeeper,10,4,14,71.43
9643,Region VIII - Eastern Visayas,Division of Northern Samar,Senior Education Program Specialist,4,0,4,100
9644,Region VIII - Eastern Visayas,Division of Northern Samar,Special Education Teacher I,8,0,8,100
9645,Region VIII - Eastern Visayas,Division of Northern Samar,Special Education Teacher II,4,0,4,100
9646,Region VIII - Eastern Visayas,Division of Northern Samar,Special Education Teacher III,8,1,9,88.89
9647,Region VIII - Eastern Visayas,Division of Northern Samar,Special Science Teacher I,15,5,20,75
9648,Region VIII - Eastern Visayas,Division of Northern Samar,Teacher I,1913,21,1934,98.91
9649,Region VIII - Eastern Visayas,Division of Northern Samar,Teacher II,1170,51,1221,95.82
9650,Region VIII - Eastern Visayas,Division of Northern Samar,Teacher III,4316,112,4428,97.47
9651,Region VIII - Eastern Visayas,Division of Northern Samar,Watchman I,16,1,17,94.12
9652,Region VIII - Eastern Visayas,Division of Ormoc City,Accountant III,1,0,1,100
9653,Region VIII - Eastern Visayas,Division of Ormoc City,Administrative Aide I,7,3,10,70
9654,Region VIII - Eastern Visayas,Division of Ormoc City,Administrative Aide IV,1,0,1,100
9655,Region VIII - Eastern Visayas,Division of Ormoc City,Administrative Aide VI,9,0,9,100
9656,Region VIII - Eastern Visayas,Division of Ormoc City,Administrative Assistant I,1,0,1,100
9657,Region VIII - Eastern Visayas,Division of Ormoc City,Administrative Assistant II,30,3,33,90.91
9658,Region VIII - Eastern Visayas,Division of Ormoc City,Administrative Assistant III,32,0,32,100
9659,Region VIII - Eastern Visayas,Division of Ormoc City,Administrative Officer I,1,0,1,100
9660,Region VIII - Eastern Visayas,Division of Ormoc City,Administrative Officer II,81,19,100,81
9661,Region VIII - Eastern Visayas,Division of Ormoc City,Administrative Officer IV,4,1,5,80
9662,Region VIII - Eastern Visayas,Division of Ormoc City,Administrative Officer V,2,0,2,100
9663,Region VIII - Eastern Visayas,Division of Ormoc City,Assistant School Principal II,3,0,3,100
9664,Region VIII - Eastern Visayas,Division of Ormoc City,Assistant Schools Division Superintendent,1,0,1,100
9665,Region VIII - Eastern Visayas,Division of Ormoc City,Attorney III,1,0,1,100
9666,Region VIII - Eastern Visayas,Division of Ormoc City,Chief Education Supervisor,2,0,2,100
9667,Region VIII - Eastern Visayas,Division of Ormoc City,Communications Equipment Operator IV,1,0,1,100
9668,Region VIII - Eastern Visayas,Division of Ormoc City,Dental Aide,1,0,1,100
9669,Region VIII - Eastern Visayas,Division of Ormoc City,Dentist II,2,0,2,100
9670,Region VIII - Eastern Visayas,Division of Ormoc City,Disbursing Officer II,3,0,3,100
9671,Region VIII - Eastern Visayas,Division of Ormoc City,Education Program Specialist II,5,0,5,100
9672,Region VIII - Eastern Visayas,Division of Ormoc City,Education Program Supervisor,11,0,11,100
9673,Region VIII - Eastern Visayas,Division of Ormoc City,Engineer III,1,0,1,100
9674,Region VIII - Eastern Visayas,Division of Ormoc City,Guidance Counselor I,2,5,7,28.57
9675,Region VIII - Eastern Visayas,Division of Ormoc City,Head Teacher I,18,1,19,94.74
9676,Region VIII - Eastern Visayas,Division of Ormoc City,Head Teacher II,14,0,14,100
9677,Region VIII - Eastern Visayas,Division of Ormoc City,Head Teacher III,17,0,17,100
9678,Region VIII - Eastern Visayas,Division of Ormoc City,Head Teacher IV,2,0,2,100
9679,Region VIII - Eastern Visayas,Division of Ormoc City,Information Technology Officer I,1,0,1,100
9680,Region VIII - Eastern Visayas,Division of Ormoc City,Librarian II,1,0,1,100
9681,Region VIII - Eastern Visayas,Division of Ormoc City,Master Teacher I,119,0,119,100
9682,Region VIII - Eastern Visayas,Division of Ormoc City,Master Teacher II,69,2,71,97.18
9683,Region VIII - Eastern Visayas,Division of Ormoc City,Master Teacher III,4,0,4,100
9684,Region VIII - Eastern Visayas,Division of Ormoc City,Medical Officer III,1,0,1,100
9685,Region VIII - Eastern Visayas,Division of Ormoc City,Nurse II,7,0,7,100
9686,Region VIII - Eastern Visayas,Division of Ormoc City,Planning Officer III,1,0,1,100
9687,Region VIII - Eastern Visayas,Division of Ormoc City,Project Development Officer I,8,1,9,88.89
9688,Region VIII - Eastern Visayas,Division of Ormoc City,Project Development Officer II,2,0,2,100
9689,Region VIII - Eastern Visayas,Division of Ormoc City,Public Schools District Supervisor,10,0,10,100
9690,Region VIII - Eastern Visayas,Division of Ormoc City,Registrar I,4,0,4,100
9691,Region VIII - Eastern Visayas,Division of Ormoc City,School Principal I,14,5,19,73.68
9692,Region VIII - Eastern Visayas,Division of Ormoc City,School Principal II,17,4,21,80.95
9693,Region VIII - Eastern Visayas,Division of Ormoc City,School Principal III,18,0,18,100
9694,Region VIII - Eastern Visayas,Division of Ormoc City,School Principal IV,5,0,5,100
9695,Region VIII - Eastern Visayas,Division of Ormoc City,Schools Division Superintendent,1,0,1,100
9696,Region VIII - Eastern Visayas,Division of Ormoc City,Senior Bookkeeper,3,0,3,100
9697,Region VIII - Eastern Visayas,Division of Ormoc City,Senior Education Program Specialist,4,0,4,100
9698,Region VIII - Eastern Visayas,Division of Ormoc City,Special Education Teacher I,8,0,8,100
9699,Region VIII - Eastern Visayas,Division of Ormoc City,Special Education Teacher II,9,0,9,100
9700,Region VIII - Eastern Visayas,Division of Ormoc City,Special Education Teacher III,6,0,6,100
9701,Region VIII - Eastern Visayas,Division of Ormoc City,Special Science Teacher I,18,1,19,94.74
9702,Region VIII - Eastern Visayas,Division of Ormoc City,Teacher I,516,13,529,97.54
9703,Region VIII - Eastern Visayas,Division of Ormoc City,Teacher II,706,9,715,98.74
9704,Region VIII - Eastern Visayas,Division of Ormoc City,Teacher III,750,5,755,99.34
9705,Region VIII - Eastern Visayas,Division of Ormoc City,Watchman I,1,0,1,100
9706,Region VIII - Eastern Visayas,Division of Samar,Accountant I,1,0,1,100
9707,Region VIII - Eastern Visayas,Division of Samar,Accountant III,1,0,1,100
9708,Region VIII - Eastern Visayas,Division of Samar,Administrative Aide I,33,15,48,68.75
9709,Region VIII - Eastern Visayas,Division of Samar,Administrative Aide II,2,0,2,100
9710,Region VIII - Eastern Visayas,Division of Samar,Administrative Aide III,6,1,7,85.71
9711,Region VIII - Eastern Visayas,Division of Samar,Administrative Aide IV,11,1,12,91.67
9712,Region VIII - Eastern Visayas,Division of Samar,Administrative Aide VI,8,1,9,88.89
9713,Region VIII - Eastern Visayas,Division of Samar,Administrative Assistant I,1,0,1,100
9714,Region VIII - Eastern Visayas,Division of Samar,Administrative Assistant II,138,8,146,94.52
9715,Region VIII - Eastern Visayas,Division of Samar,Administrative Assistant III,124,0,124,100
9716,Region VIII - Eastern Visayas,Division of Samar,Administrative Officer I,6,0,6,100
9717,Region VIII - Eastern Visayas,Division of Samar,Administrative Officer II,243,313,556,43.71
9718,Region VIII - Eastern Visayas,Division of Samar,Administrative Officer III,2,3,5,40
9719,Region VIII - Eastern Visayas,Division of Samar,Administrative Officer IV,7,1,8,87.5
9720,Region VIII - Eastern Visayas,Division of Samar,Administrative Officer V,2,0,2,100
9721,Region VIII - Eastern Visayas,Division of Samar,Assistant School Principal II,8,1,9,88.89
9722,Region VIII - Eastern Visayas,Division of Samar,Assistant Schools Division Superintendent,1,0,1,100
9723,Region VIII - Eastern Visayas,Division of Samar,Attorney III,1,0,1,100
9724,Region VIII - Eastern Visayas,Division of Samar,Chief Education Supervisor,2,0,2,100
9725,Region VIII - Eastern Visayas,Division of Samar,Dental Aide,2,1,3,66.67
9726,Region VIII - Eastern Visayas,Division of Samar,Dentist II,4,0,4,100
9727,Region VIII - Eastern Visayas,Division of Samar,Disbursing Officer II,5,1,6,83.33
9728,Region VIII - Eastern Visayas,Division of Samar,Education Program Specialist II,5,0,5,100
9729,Region VIII - Eastern Visayas,Division of Samar,Education Program Supervisor,10,2,12,83.33
9730,Region VIII - Eastern Visayas,Division of Samar,Engineer III,1,0,1,100
9731,Region VIII - Eastern Visayas,Division of Samar,Farm Worker I,1,2,3,33.33
9732,Region VIII - Eastern Visayas,Division of Samar,Guidance Counselor I,2,4,6,33.33
9733,Region VIII - Eastern Visayas,Division of Samar,Head Teacher I,168,3,171,98.25
9734,Region VIII - Eastern Visayas,Division of Samar,Head Teacher II,82,10,92,89.13
9735,Region VIII - Eastern Visayas,Division of Samar,Head Teacher III,87,22,109,79.82
9736,Region VIII - Eastern Visayas,Division of Samar,Head Teacher IV,6,1,7,85.71
9737,Region VIII - Eastern Visayas,Division of Samar,Head Teacher V,2,1,3,66.67
9738,Region VIII - Eastern Visayas,Division of Samar,Head Teacher VI,2,1,3,66.67
9739,Region VIII - Eastern Visayas,Division of Samar,Information Technology Officer I,1,0,1,100
9740,Region VIII - Eastern Visayas,Division of Samar,Librarian II,1,0,1,100
9741,Region VIII - Eastern Visayas,Division of Samar,Light Equipment Operator,1,0,1,100
9742,Region VIII - Eastern Visayas,Division of Samar,Master Teacher I,478,10,488,97.95
9743,Region VIII - Eastern Visayas,Division of Samar,Master Teacher II,209,6,215,97.21
9744,Region VIII - Eastern Visayas,Division of Samar,Master Teacher III,1,0,1,100
9745,Region VIII - Eastern Visayas,Division of Samar,Medical Officer III,1,0,1,100
9746,Region VIII - Eastern Visayas,Division of Samar,Nurse II,24,2,26,92.31
9747,Region VIII - Eastern Visayas,Division of Samar,Planning Officer III,1,0,1,100
9748,Region VIII - Eastern Visayas,Division of Samar,Project Development Officer I,7,0,7,100
9749,Region VIII - Eastern Visayas,Division of Samar,Project Development Officer II,2,0,2,100
9750,Region VIII - Eastern Visayas,Division of Samar,Public Schools District Supervisor,12,8,20,60
9751,Region VIII - Eastern Visayas,Division of Samar,Registrar I,7,0,7,100
9752,Region VIII - Eastern Visayas,Division of Samar,School Librarian I,1,0,1,100
9753,Region VIII - Eastern Visayas,Division of Samar,School Librarian III,2,0,2,100
9754,Region VIII - Eastern Visayas,Division of Samar,School Principal I,92,2,94,97.87
9755,Region VIII - Eastern Visayas,Division of Samar,School Principal II,43,0,43,100
9756,Region VIII - Eastern Visayas,Division of Samar,School Principal III,36,0,36,100
9757,Region VIII - Eastern Visayas,Division of Samar,School Principal IV,50,0,50,100
9758,Region VIII - Eastern Visayas,Division of Samar,Schools Division Superintendent,1,0,1,100
9759,Region VIII - Eastern Visayas,Division of Samar,Security Guard I,12,2,14,85.71
9760,Region VIII - Eastern Visayas,Division of Samar,Senior Bookkeeper,5,0,5,100
9761,Region VIII - Eastern Visayas,Division of Samar,Senior Education Program Specialist,4,0,4,100
9762,Region VIII - Eastern Visayas,Division of Samar,Special Education Teacher I,5,0,5,100
9763,Region VIII - Eastern Visayas,Division of Samar,Special Science Teacher I,32,1,33,96.97
9764,Region VIII - Eastern Visayas,Division of Samar,Teacher I,1676,148,1824,91.89
9765,Region VIII - Eastern Visayas,Division of Samar,Teacher II,1181,36,1217,97.04
9766,Region VIII - Eastern Visayas,Division of Samar,Teacher III,3794,30,3824,99.22
9767,Region VIII - Eastern Visayas,Division of Southern Leyte,Accountant III,1,0,1,100
9768,Region VIII - Eastern Visayas,Division of Southern Leyte,Administrative Aide I,17,4,21,80.95
9769,Region VIII - Eastern Visayas,Division of Southern Leyte,Administrative Aide III,15,0,15,100
9770,Region VIII - Eastern Visayas,Division of Southern Leyte,Administrative Aide IV,5,1,6,83.33
9771,Region VIII - Eastern Visayas,Division of Southern Leyte,Administrative Aide VI,6,2,8,75
9772,Region VIII - Eastern Visayas,Division of Southern Leyte,Administrative Assistant I,1,0,1,100
9773,Region VIII - Eastern Visayas,Division of Southern Leyte,Administrative Assistant II,53,8,61,86.89
9774,Region VIII - Eastern Visayas,Division of Southern Leyte,Administrative Assistant III,53,9,62,85.48
9775,Region VIII - Eastern Visayas,Division of Southern Leyte,Administrative Officer I,3,1,4,75
9776,Region VIII - Eastern Visayas,Division of Southern Leyte,Administrative Officer II,109,151,260,41.92
9777,Region VIII - Eastern Visayas,Division of Southern Leyte,Administrative Officer IV,2,3,5,40
9778,Region VIII - Eastern Visayas,Division of Southern Leyte,Administrative Officer V,2,0,2,100
9779,Region VIII - Eastern Visayas,Division of Southern Leyte,Assistant School Principal II,4,5,9,44.44
9780,Region VIII - Eastern Visayas,Division of Southern Leyte,Assistant Schools Division Superintendent,1,0,1,100
9781,Region VIII - Eastern Visayas,Division of Southern Leyte,Attorney III,1,0,1,100
9782,Region VIII - Eastern Visayas,Division of Southern Leyte,Chief Education Supervisor,1,1,2,50
9783,Region VIII - Eastern Visayas,Division of Southern Leyte,Communications Equipment Operator II,1,0,1,100
9784,Region VIII - Eastern Visayas,Division of Southern Leyte,Dentist II,2,0,2,100
9785,Region VIII - Eastern Visayas,Division of Southern Leyte,Disbursing Officer II,4,2,6,66.67
9786,Region VIII - Eastern Visayas,Division of Southern Leyte,Education Program Specialist II,5,0,5,100
9787,Region VIII - Eastern Visayas,Division of Southern Leyte,Education Program Supervisor,11,1,12,91.67
9788,Region VIII - Eastern Visayas,Division of Southern Leyte,Engineer III,1,0,1,100
9789,Region VIII - Eastern Visayas,Division of Southern Leyte,Guidance Counselor I,2,3,5,40
9790,Region VIII - Eastern Visayas,Division of Southern Leyte,Head Teacher I,38,1,39,97.44
9791,Region VIII - Eastern Visayas,Division of Southern Leyte,Head Teacher II,26,3,29,89.66
9792,Region VIII - Eastern Visayas,Division of Southern Leyte,Head Teacher III,65,4,69,94.2
9793,Region VIII - Eastern Visayas,Division of Southern Leyte,Head Teacher IV,3,0,3,100
9794,Region VIII - Eastern Visayas,Division of Southern Leyte,Information Technology Officer I,1,0,1,100
9795,Region VIII - Eastern Visayas,Division of Southern Leyte,Librarian II,1,0,1,100
9796,Region VIII - Eastern Visayas,Division of Southern Leyte,Master Teacher I,250,2,252,99.21
9797,Region VIII - Eastern Visayas,Division of Southern Leyte,Master Teacher II,72,0,72,100
9798,Region VIII - Eastern Visayas,Division of Southern Leyte,Master Teacher III,19,2,21,90.48
9799,Region VIII - Eastern Visayas,Division of Southern Leyte,Master Teacher IV,2,0,2,100
9800,Region VIII - Eastern Visayas,Division of Southern Leyte,Medical Officer III,1,0,1,100
9801,Region VIII - Eastern Visayas,Division of Southern Leyte,Nurse II,42,0,42,100
9802,Region VIII - Eastern Visayas,Division of Southern Leyte,Planning Officer III,1,0,1,100
9803,Region VIII - Eastern Visayas,Division of Southern Leyte,Project Development Officer I,1,2,3,33.33
9804,Region VIII - Eastern Visayas,Division of Southern Leyte,Project Development Officer II,2,0,2,100
9805,Region VIII - Eastern Visayas,Division of Southern Leyte,Public Schools District Supervisor,10,0,10,100
9806,Region VIII - Eastern Visayas,Division of Southern Leyte,Registrar I,6,0,6,100
9807,Region VIII - Eastern Visayas,Division of Southern Leyte,School Librarian I,1,0,1,100
9808,Region VIII - Eastern Visayas,Division of Southern Leyte,School Librarian III,1,0,1,100
9809,Region VIII - Eastern Visayas,Division of Southern Leyte,School Principal I,72,10,82,87.8
9810,Region VIII - Eastern Visayas,Division of Southern Leyte,School Principal II,33,1,34,97.06
9811,Region VIII - Eastern Visayas,Division of Southern Leyte,School Principal III,19,0,19,100
9812,Region VIII - Eastern Visayas,Division of Southern Leyte,School Principal IV,6,0,6,100
9813,Region VIII - Eastern Visayas,Division of Southern Leyte,Schools Division Superintendent,1,0,1,100
9814,Region VIII - Eastern Visayas,Division of Southern Leyte,Security Guard I,5,0,5,100
9815,Region VIII - Eastern Visayas,Division of Southern Leyte,Senior Bookkeeper,7,0,7,100
9816,Region VIII - Eastern Visayas,Division of Southern Leyte,Senior Education Program Specialist,4,1,5,80
9817,Region VIII - Eastern Visayas,Division of Southern Leyte,Special Education Teacher I,17,3,20,85
9818,Region VIII - Eastern Visayas,Division of Southern Leyte,Special Education Teacher II,6,0,6,100
9819,Region VIII - Eastern Visayas,Division of Southern Leyte,Special Education Teacher III,3,1,4,75
9820,Region VIII - Eastern Visayas,Division of Southern Leyte,Special Science Teacher I,40,4,44,90.91
9821,Region VIII - Eastern Visayas,Division of Southern Leyte,Teacher I,866,80,946,91.54
9822,Region VIII - Eastern Visayas,Division of Southern Leyte,Teacher II,703,16,719,97.77
9823,Region VIII - Eastern Visayas,Division of Southern Leyte,Teacher III,2026,26,2052,98.73
9824,Region VIII - Eastern Visayas,Division of Southern Leyte,Watchman I,1,0,1,100
9825,Region VIII - Eastern Visayas,Division of Tacloban City,Accountant III,1,0,1,100
9826,Region VIII - Eastern Visayas,Division of Tacloban City,Administrative Aide I,6,8,14,42.86
9827,Region VIII - Eastern Visayas,Division of Tacloban City,Administrative Aide II,4,0,4,100
9828,Region VIII - Eastern Visayas,Division of Tacloban City,Administrative Aide III,6,3,9,66.67
9829,Region VIII - Eastern Visayas,Division of Tacloban City,Administrative Aide IV,2,2,4,50
9830,Region VIII - Eastern Visayas,Division of Tacloban City,Administrative Aide VI,6,3,9,66.67
9831,Region VIII - Eastern Visayas,Division of Tacloban City,Administrative Assistant I,1,0,1,100
9832,Region VIII - Eastern Visayas,Division of Tacloban City,Administrative Assistant II,31,1,32,96.88
9833,Region VIII - Eastern Visayas,Division of Tacloban City,Administrative Assistant III,23,4,27,85.19
9834,Region VIII - Eastern Visayas,Division of Tacloban City,Administrative Officer I,2,0,2,100
9835,Region VIII - Eastern Visayas,Division of Tacloban City,Administrative Officer II,45,17,62,72.58
9836,Region VIII - Eastern Visayas,Division of Tacloban City,Administrative Officer IV,9,1,10,90
9837,Region VIII - Eastern Visayas,Division of Tacloban City,Administrative Officer V,2,0,2,100
9838,Region VIII - Eastern Visayas,Division of Tacloban City,Assistant School Principal II,3,0,3,100
9839,Region VIII - Eastern Visayas,Division of Tacloban City,Assistant Schools Division Superintendent,1,0,1,100
9840,Region VIII - Eastern Visayas,Division of Tacloban City,Attorney III,1,0,1,100
9841,Region VIII - Eastern Visayas,Division of Tacloban City,Chief Education Supervisor,2,0,2,100
9842,Region VIII - Eastern Visayas,Division of Tacloban City,Communications Equipment Operator II,1,1,2,50
9843,Region VIII - Eastern Visayas,Division of Tacloban City,Communications Equipment Operator III,1,1,2,50
9844,Region VIII - Eastern Visayas,Division of Tacloban City,Construction and Maintenance Man,2,0,2,100
9845,Region VIII - Eastern Visayas,Division of Tacloban City,Dental Aide,2,0,2,100
9846,Region VIII - Eastern Visayas,Division of Tacloban City,Dentist II,2,0,2,100
9847,Region VIII - Eastern Visayas,Division of Tacloban City,Disbursing Officer II,4,0,4,100
9848,Region VIII - Eastern Visayas,Division of Tacloban City,Education Program Specialist II,4,1,5,80
9849,Region VIII - Eastern Visayas,Division of Tacloban City,Education Program Supervisor,11,0,11,100
9850,Region VIII - Eastern Visayas,Division of Tacloban City,Engineer III,1,0,1,100
9851,Region VIII - Eastern Visayas,Division of Tacloban City,Guidance Coordinator III,1,0,1,100
9852,Region VIII - Eastern Visayas,Division of Tacloban City,Guidance Counselor I,1,3,4,25
9853,Region VIII - Eastern Visayas,Division of Tacloban City,Guidance Counselor III,2,2,4,50
9854,Region VIII - Eastern Visayas,Division of Tacloban City,Head Teacher I,9,2,11,81.82
9855,Region VIII - Eastern Visayas,Division of Tacloban City,Head Teacher II,3,0,3,100
9856,Region VIII - Eastern Visayas,Division of Tacloban City,Head Teacher III,7,3,10,70
9857,Region VIII - Eastern Visayas,Division of Tacloban City,Head Teacher IV,1,1,2,50
9858,Region VIII - Eastern Visayas,Division of Tacloban City,Head Teacher VI,34,0,34,100
9859,Region VIII - Eastern Visayas,Division of Tacloban City,Information Technology Officer I,1,0,1,100
9860,Region VIII - Eastern Visayas,Division of Tacloban City,Librarian I,1,0,1,100
9861,Region VIII - Eastern Visayas,Division of Tacloban City,Librarian II,1,0,1,100
9862,Region VIII - Eastern Visayas,Division of Tacloban City,Master Teacher I,193,2,195,98.97
9863,Region VIII - Eastern Visayas,Division of Tacloban City,Master Teacher II,65,1,66,98.48
